Price,Close,High,Low,Open,Volume
Ticker,ACN,ACN,ACN,ACN,ACN
Date,,,,,
2019-12-30,195.71888732910156,197.20555375146787,194.2415216102874,197.20555375146787,1193900
2019-12-31,195.6538543701172,196.10913515382146,194.6038956718734,195.10563743988882,1371000
2020-01-02,195.26358032226562,196.90820264662636,194.0185054226483,195.92329222818574,2431100
2020-01-03,194.93833923339844,195.70954598341248,192.33668081195668,193.73042487581142,1802100
2020-01-06,193.6654052734375,193.99990446526385,192.1601659991689,193.5167499932146,2841400
2020-01-07,189.48419189453125,191.64914325002948,188.79662039153357,188.80590691690605,3097400
2020-01-08,189.85589599609375,190.8965541205952,189.11256268806258,189.5492704748595,2271300
2020-01-09,191.5469207763672,192.59687936076415,190.6270586050958,190.94297057951425,2910600
2020-01-10,192.949951171875,193.5539013229727,192.08582239213763,192.27165211725236,1573100
2020-01-13,194.74325561523438,194.9755463483537,192.7920219637726,192.7920219637726,2202800
2020-01-14,193.0150146484375,196.05338144924048,192.36460342233784,194.706098014198,2499100
2020-01-15,193.32281494140625,194.42347334925353,192.82845588203745,194.0130588321821,1986000
2020-01-16,194.92715454101562,195.03909482995604,193.91977733683075,194.14364368199844,2691600
2020-01-17,195.13235473632812,196.4848467200684,194.33952147889337,195.8785616271646,2584500
2020-01-21,195.0857391357422,196.02783097132115,193.08032120280845,193.54669879025485,2687200
2020-01-22,195.32826232910156,197.61350963459282,195.27229929649013,196.06513264634276,1873600
2020-01-23,196.51284790039062,196.63411062419257,194.8245633584437,195.31892244864758,2368400
2020-01-24,194.54476928710938,197.36167989401704,194.0597325720415,196.81135771247372,2348900
2020-01-27,192.6605682373047,193.8638160506992,191.07488741807975,191.38268407547048,1381300
2020-01-28,196.10243225097656,196.77401704413882,193.31348945068578,193.89179304318714,1810200
2020-01-29,193.97576904296875,197.00722330838934,193.8171881412198,196.51284998023908,1491600
2020-01-30,194.35818481445312,194.88052541789554,191.40135271569125,193.54669239358464,1579600
2020-01-31,191.41067504882812,195.5334507690788,190.28203514659435,194.4794329807104,1793600
2020-02-03,193.82652282714844,194.40482646511484,191.44799435042975,191.53193889799635,2345700
2020-02-04,198.23841857910156,199.4136847527625,195.64536082337295,195.87854957286447,2242800
2020-02-05,197.9492950439453,200.03867166120986,196.26101053403107,199.50699440482512,2102500
2020-02-06,199.75880432128906,199.96401154974157,198.03320196367784,198.6768051590324,1611500
2020-02-07,197.352294921875,199.04057911178012,196.89523987053101,198.99393851752689,1447700
2020-02-10,198.25711059570312,198.64886605199595,196.05580786554762,196.05580786554762,1421600
2020-02-11,197.87466430664062,199.5909302571124,197.5202128178231,199.03128574250456,1321000
2020-02-12,197.73475646972656,198.55557126992133,197.3150052934448,197.93062706812577,1801300
2020-02-13,198.11717224121094,199.18051245742546,195.2629439888831,195.75730304002678,1721200
2020-02-14,198.08921813964844,199.18054002051633,197.13781807902404,198.9100472737227,2096600
2020-02-18,199.38575744628906,199.66558686829543,196.99790627957069,198.21049095312114,1699400
2020-02-19,201.4005126953125,201.8389088032217,199.96407586683583,200.54237956973068,1806000
2020-02-20,199.51629638671875,201.7735760972612,197.38029361796328,201.3631616044353,1481700
2020-02-21,197.64146423339844,199.1898410107695,196.33561287459895,198.29438991279818,2088800
2020-02-24,190.6178436279297,193.89180909103732,189.76903302288596,190.72044726406372,2600400
2020-02-25,183.84603881835938,191.66251700206138,182.68941735224186,191.00959126825052,2883600
2020-02-26,182.51217651367188,187.9034994928084,181.69134752605112,185.31044162669272,2671100
2020-02-27,173.90289306640625,181.28099059372738,173.83759336645957,179.27555824377438,3040100
2020-02-28,168.44627380371094,170.8807656712258,163.5120045996268,168.13846285118422,5785200
2020-03-02,176.8037567138672,177.05560461115712,166.0490900493177,169.76145187999467,4317900
2020-03-03,169.96664428710938,178.99570729229282,168.4742303565219,177.00894850436404,3514000
2020-03-04,176.16014099121094,176.95298857436663,171.90677971701095,173.30591246419328,3875400
2020-03-05,170.2837677001953,174.8542762008739,168.754049915193,172.64363694963095,3548200
2020-03-06,166.72999572753906,168.18509159483588,162.2247863028915,165.51741109388666,3284400
2020-03-09,153.07440185546875,159.38915629280777,149.33405996104,154.277649372,5112200
2020-03-10,162.82174682617188,162.9896501646184,154.87466846909933,159.5757626875932,4349500
2020-03-11,154.00721740722656,159.65971185361747,151.71263326692446,157.93412320864158,5188300
2020-03-12,142.2731170654297,148.07485422469284,137.18960523150224,142.71151304805042,6357900
2020-03-13,155.31304931640625,155.49961172586723,142.64623312708198,149.81912224982096,5742800
2020-03-16,142.28245544433594,155.31304521572483,133.85967810378838,138.3182463040868,5324900
2020-03-17,147.1048126220703,149.8564373118985,142.22649321681524,143.64428494952872,6081100
2020-03-18,140.9859619140625,149.0543040282995,132.45125636927017,141.37773167600182,5860200
2020-03-19,147.84165954589844,165.84383292389705,141.18178977351783,141.18178977351783,6338300
2020-03-20,139.85728454589844,148.74643840274885,137.50673800160197,146.93689145697286,6449700
2020-03-23,134.02760314941406,138.05709839832764,127.92737588962262,138.05709839832764,6173700
2020-03-24,146.30264282226562,147.03019066012774,139.4375647313073,142.0212861053529,4685100
2020-03-25,141.6108856201172,148.9516636770626,138.150357948785,145.92020961262875,4795500
2020-03-26,159.81825256347656,160.0607779940811,139.91326250087053,143.08462409113835,5194500
2020-03-27,151.92713928222656,157.90608802826424,149.8097814424994,153.9045753320248,3802500
2020-03-30,158.40049743652344,158.91350141858038,152.76664796783345,153.08378132506886,2731300
2020-03-31,152.2815704345703,158.4564179799967,151.2555485128827,156.17115692999118,2963000
2020-04-01,144.278564453125,150.00569492341512,142.3197871141777,147.90699576779795,2973100
2020-04-02,145.7616424560547,149.7071925166612,143.22454746294966,143.69092500973053,3030000
2020-04-03,141.91868591308594,148.04689388742764,138.30892815065727,145.13670246548287,3766600
2020-04-06,154.8839874267578,155.53691315116455,146.47985485460094,148.2894020284663,3090000
2020-04-07,153.083740234375,159.95815400166185,152.9065145138687,159.5757210503284,3002500
2020-04-08,160.18202209472656,161.07747321262988,153.96988422648926,155.3783392400249,2466200
2020-04-09,165.955810546875,167.77468041782777,160.909601284022,161.58118619525308,3743700
2020-04-13,160.965576171875,165.10699741956023,158.15797383286298,164.3328088741056,1918500
2020-04-14,166.1237030029297,166.86057333163455,164.1835705235021,165.09766661337656,2875000
2020-04-15,158.76853942871094,163.3221848251393,158.24384190104598,163.31282033247933,2504700
2020-04-16,157.36306762695312,161.20462493247234,156.96018005477345,160.46441552289,3051800
2020-04-17,164.05299377441406,164.11858810512646,161.20463001820167,161.64500416262268,4759100
2020-04-20,163.72508239746094,165.74891362210292,160.93291959018094,161.71060136829436,2511700
2020-04-21,155.76087951660156,161.90736024079365,155.26428980727673,160.05217577393992,2711400
2020-04-22,161.4482421875,162.41331383005632,158.54366276802517,159.32133019899328,1921200
2020-04-23,162.00106811523438,164.2685335518202,161.2889806298939,162.43207784118775,3027900
2020-04-24,164.3997039794922,165.2804380992554,161.6918786860969,165.2804380992554,2121100
2020-04-27,168.11941528320312,169.15944571954995,165.0930260771225,165.1211338486237,2457800
2020-04-28,167.1168670654297,171.70798405252322,165.75827238940676,170.60237361037304,2160100
2020-04-29,175.7369384765625,176.308487000381,170.24632971062744,170.81787823444594,2957600
2020-04-30,173.51632690429688,174.72500390516137,172.5793631124248,173.83489116226949,2740800
2020-05-01,168.73779296875,171.4549963359592,167.9601113652176,170.25568391765023,2064200
2020-05-04,168.21310424804688,169.25313460316318,165.73015597980782,166.76080754720047,1710500
